model,stock,exp_time,test_MAE_avg,test_MAE_std,test_RMSE_avg,test_RMSE_std,test_PAPE_avg,test_PAPE_std
Transformer,^KS11,56.398794412612915,43.634760228779655,3.762094653095518,53.71171030469588,5.520891876268345,0.01985218525248733,0.0012873404895423308
